Klucz,Prawdopodobieństwo awarii,Koszt naprawy awarii,Czas naprawy [godz.],Moc zamówiona na wyłączonym obszarze [MW],Moc rzeczywista,Koszt niesprzedania ciepła,Całkowity koszt awarii,Ryzyko
83679,0.008,8517.0,8.5,18.4,18.4,23387.3,31904.3,240.3
27063,0.072,3236.5,8.5,0.1,0.1,112.0,3348.5,239.7
26403,0.067,3523.9,8.5,0.0,0.0,26.1,3550.0,239.6
24779,0.069,3272.4,8.5,0.2,0.2,222.7,3495.0,239.5
104108,0.013,8069.3,8.5,7.6,7.6,9602.7,17672.0,238.3
139243,0.01,7761.9,8.5,12.1,12.1,15419.9,23181.7,238.1
26295,0.067,3276.7,8.5,0.2,0.2,261.4,3538.2,236.2
103645,0.031,7035.8,8.5,0.4,0.4,550.9,7586.7,235.3
34747,0.008,8571.1,8.5,15.9,15.9,20242.4,28813.4,235.1
139189,0.01,7761.9,8.5,12.1,12.1,15439.8,23201.7,233.8
139246,0.01,8400.1,8.5,12.3,12.3,15607.7,24007.8,233.0
139249,0.01,7761.9,8.5,12.1,12.1,15439.8,23201.7,231.5
22849,0.014,7492.7,8.5,6.7,6.7,8458.4,15951.1,228.9
139469,0.024,4367.5,8.5,4.1,4.1,5182.2,9549.7,228.2
24747,0.063,3239.0,8.5,0.3,0.3,388.1,3627.0,227.2
26583,0.066,3380.1,8.5,0.1,0.1,84.8,3464.9,227.0
105706,0.014,8103.4,8.5,6.8,6.8,8615.7,16719.2,226.1
22825,0.014,7032.2,8.5,6.8,6.8,8662.3,15694.5,223.8
30211,0.064,3427.0,8.5,0.1,0.1,89.8,3516.7,223.6
34535,0.047,3806.3,8.5,0.7,0.7,914.4,4720.7,223.5
25455,0.032,5670.0,8.5,1.1,1.1,1340.2,7010.2,223.5
22773,0.014,7032.2,8.5,6.8,6.8,8692.7,15724.9,223.4
23631,0.008,9492.1,8.5,13.5,13.5,17195.5,26687.6,222.9
22829,0.014,7032.2,8.5,6.8,6.8,8692.7,15724.9,222.1
22865,0.014,7032.2,8.5,6.8,6.8,8692.7,15724.9,221.2
34727,0.008,8517.0,8.5,15.2,15.2,19267.2,27784.3,220.7
28855,0.06,3346.7,8.5,0.2,0.2,288.4,3635.1,219.4
24835,0.061,3281.6,8.5,0.3,0.3,332.6,3614.2,218.9
24815,0.062,3427.0,8.5,0.1,0.1,97.2,3524.1,218.2
22677,0.02,7441.6,8.5,2.6,2.6,3264.0,10705.5,217.7
27511,0.06,3310.4,8.5,0.2,0.2,286.4,3596.8,215.8
23685,0.034,5389.6,8.5,0.7,0.7,904.8,6294.4,215.0
135016,0.009,7761.9,8.5,12.1,12.1,15419.9,23181.7,214.8
143732,0.031,4293.9,8.5,2.0,2.0,2555.9,6849.8,214.0
22653,0.021,7390.8,8.5,2.2,2.2,2781.0,10171.8,213.5
23085,0.013,8732.8,8.5,6.0,6.0,7685.3,16418.1,212.8
23747,0.012,9643.4,8.5,6.9,6.9,8736.2,18379.6,211.5
24787,0.058,3276.6,8.5,0.3,0.3,333.2,3609.8,210.1
27627,0.035,5135.5,8.5,0.7,0.7,850.1,5985.6,207.9
22789,0.014,7065.1,8.5,6.1,6.1,7808.2,14873.3,207.1
27631,0.035,5008.7,8.5,0.7,0.7,834.4,5843.0,206.0
23735,0.009,7751.5,8.5,12.5,12.5,15946.5,23698.0,202.0
75206,0.05,3848.3,8.5,0.1,0.1,169.7,4017.9,201.1
109548,0.013,9245.3,8.5,5.2,5.2,6569.6,15814.9,200.0
27067,0.033,4982.3,8.5,0.8,0.8,996.9,5979.3,198.2
135341,0.006,7341.4,8.5,18.4,18.4,23387.3,30728.7,197.2
65734,0.011,10425.2,8.5,6.1,6.1,7728.5,18153.7,197.0
135340,0.006,7341.4,8.5,18.4,18.4,23387.3,30728.7,196.8
112952,0.014,8080.1,8.5,4.9,4.9,6277.0,14357.1,196.3
24831,0.058,3276.6,8.5,0.1,0.1,92.6,3369.2,194.2
142248,0.012,8069.3,8.5,6.3,6.3,7960.5,16029.8,193.6
106193,0.007,9018.6,8.5,13.5,13.5,17195.5,26214.2,192.9
112956,0.013,8542.9,8.5,4.9,4.9,6277.0,14819.9,191.3
22343,0.006,8961.8,8.5,18.1,18.1,22969.3,31931.1,190.5
25915,0.045,4048.4,8.5,0.1,0.1,128.7,4177.1,189.2
142190,0.01,10425.2,8.5,6.1,6.1,7728.5,18153.7,188.0
106201,0.013,8080.1,8.5,4.9,4.9,6277.0,14357.1,184.9
22467,0.012,8542.9,8.5,5.0,5.0,6409.6,14952.5,181.6
32811,0.027,5698.0,8.5,0.7,0.7,891.3,6589.3,180.5
23727,0.01,9777.9,8.5,6.8,6.8,8642.3,18420.2,180.0
27491,0.029,5451.6,8.5,0.5,0.5,676.7,6128.3,179.1
22371,0.007,8713.3,8.5,12.3,12.3,15614.6,24327.9,177.0
39218,0.074,2180.5,8.5,0.2,0.2,201.8,2382.3,176.9
23799,0.01,9590.0,8.5,6.5,6.5,8275.1,17865.1,175.6
25399,0.03,5564.9,8.5,0.2,0.2,201.9,5766.9,174.4
23627,0.009,9684.5,8.5,6.8,6.8,8670.6,18355.0,173.7
22471,0.007,8517.0,8.5,13.0,13.0,16519.9,25036.9,173.7
23443,0.006,9018.6,8.5,15.6,15.6,19880.6,28899.2,172.8
23319,0.009,9736.8,8.5,7.6,7.6,9632.3,19369.0,171.6
23809,0.005,8961.8,8.5,18.1,18.1,22969.3,31931.1,170.2
85885,0.047,3523.9,8.5,0.1,0.1,131.9,3655.8,170.1
113609,0.017,4367.5,8.5,4.2,4.2,5331.0,9698.5,168.4
25463,0.041,3795.2,8.5,0.2,0.2,302.0,4097.2,167.3
23439,0.006,9018.6,8.5,13.5,13.5,17195.5,26214.2,166.0
111303,0.011,8069.3,8.5,5.0,5.0,6360.9,14430.2,164.4
22463,0.007,8517.0,8.5,12.1,12.1,15395.5,23912.5,162.0
97051,0.006,9212.3,8.5,12.5,12.5,15923.8,25136.1,161.7
23237,0.008,10381.4,8.5,7.4,7.4,9421.3,19802.7,161.1
22355,0.006,9212.3,8.5,12.5,12.5,15923.8,25136.1,160.9
22797,0.014,7412.0,8.5,3.5,3.5,4419.4,11831.5,160.9
23899,0.013,7425.2,8.5,3.7,3.7,4652.8,12078.0,160.7
22785,0.014,7351.1,8.5,3.4,3.4,4268.0,11619.1,159.3
22777,0.014,7351.1,8.5,3.4,3.4,4268.0,11619.1,159.3
22817,0.014,7412.0,8.5,3.4,3.4,4268.0,11680.1,159.1
22841,0.014,7351.1,8.5,3.4,3.4,4268.0,11619.1,158.9
22339,0.006,8961.8,8.5,14.8,14.8,18796.2,27758.0,158.6
32363,0.037,3909.0,8.5,0.3,0.3,320.7,4229.7,158.0
22857,0.013,7511.8,8.5,3.3,3.3,4219.3,11731.1,157.9
33739,0.025,5415.0,8.5,0.6,0.6,786.9,6202.0,157.7
22809,0.013,7425.2,8.5,3.4,3.4,4377.0,11802.2,157.6
22801,0.013,7462.9,8.5,3.5,3.5,4456.4,11919.4,157.6
106587,0.029,4551.4,8.5,0.7,0.7,886.5,5437.9,156.3
105722,0.01,8370.6,8.5,5.0,5.0,6360.9,14731.5,153.8
91075,0.006,9212.3,8.5,12.5,12.5,15873.9,25086.3,153.7
23435,0.008,9863.5,8.5,7.4,7.4,9358.1,19221.6,152.1
142381,0.009,9749.7,8.5,5.3,5.3,6714.2,16463.9,151.3
85578,0.012,11434.7,8.5,1.0,1.0,1231.2,12665.8,150.6
105714,0.01,8531.5,8.5,5.1,5.1,6478.5,15009.9,150.6
22945,0.008,9643.7,8.5,7.6,7.6,9663.8,19307.5,146.4
105734,0.01,8531.5,8.5,5.2,5.2,6596.1,15127.6,146.1
22267,0.008,9736.8,8.5,6.3,6.3,8028.0,17764.7,144.2
31963,0.008,11259.5,8.5,5.4,5.4,6925.5,18185.0,143.3
86575,0.01,8531.5,8.5,5.0,5.0,6360.9,14892.4,142.8
72962,0.01,8080.1,8.5,4.9,4.9,6277.0,14357.1,141.3
23077,0.009,9233.0,8.5,5.3,5.3,6757.9,15991.0,140.9
111162,0.02,4291.2,8.5,2.3,2.3,2917.4,7208.6,140.8
75296,0.006,9432.3,8.5,11.9,11.9,15120.4,24552.7,140.5
139468,0.016,4367.5,8.5,3.6,3.6,4581.1,8948.6,138.9
22713,0.008,10139.3,8.5,5.1,5.1,6536.0,16675.3,138.6
86755,0.007,9643.7,8.5,7.6,7.6,9663.8,19307.5,138.4
113912,0.008,8080.1,8.5,6.4,6.4,8081.4,16161.4,137.1
24595,0.076,1767.1,8.5,0.0,0.0,39.6,1806.7,137.0
35023,0.006,9432.3,8.5,11.9,11.9,15120.4,24552.7,136.9
34427,0.012,5162.4,8.5,5.2,5.2,6671.7,11834.1,136.8
142382,0.011,11329.6,8.5,1.0,1.0,1311.8,12641.3,136.1
23619,0.008,10381.4,8.5,5.2,5.2,6654.9,17036.2,131.9
34959,0.008,9724.1,8.5,5.0,5.0,6360.9,16084.9,130.8
109842,0.013,4364.8,8.5,4.2,4.2,5288.3,9653.0,130.0
23323,0.008,9736.8,8.5,5.0,5.0,6340.8,16077.5,129.7
109508,0.012,8768.6,8.5,1.4,1.4,1737.7,10506.3,128.9
28727,0.059,1690.9,8.5,0.4,0.4,473.7,2164.6,128.0
142673,0.012,8768.6,8.5,1.4,1.4,1743.1,10511.7,127.2
35027,0.005,9972.5,8.5,12.1,12.1,15326.3,25298.8,126.8
109520,0.012,8727.5,8.5,1.4,1.4,1775.7,10503.2,126.0
28519,0.058,1721.5,8.5,0.3,0.3,427.3,2148.8,124.9
72984,0.01,5162.4,8.5,5.6,5.6,7173.2,12335.6,124.7
22347,0.005,9475.1,8.5,11.8,11.8,14989.8,24464.8,122.7
22291,0.007,10294.5,8.5,5.0,5.0,6402.2,16696.7,121.3
102626,0.018,4285.5,8.5,1.9,1.9,2440.1,6725.6,121.0
22509,0.005,9263.9,8.5,12.5,12.5,15923.8,25187.7,120.6
112889,0.007,9643.7,8.5,5.0,5.0,6361.5,16005.2,119.7
139521,0.021,4695.6,8.5,0.7,0.7,935.7,5631.3,119.0
108194,0.008,8080.1,8.5,5.0,5.0,6383.0,14463.0,118.9
135344,0.005,7761.9,8.5,12.3,12.3,15700.4,23462.2,118.1
23579,0.007,9863.5,8.5,4.8,4.8,6160.3,16023.8,117.3
23673,0.007,10196.0,8.5,5.1,5.1,6495.9,16691.9,116.8
23731,0.007,10294.5,8.5,5.2,5.2,6575.3,16869.7,116.5
139252,0.009,7361.6,8.5,3.9,3.9,4910.7,12272.3,116.2
22275,0.007,10294.5,8.5,5.2,5.2,6575.3,16869.7,116.1
109532,0.012,8903.3,8.5,0.9,0.9,1151.3,10054.6,115.7
142200,0.012,8875.4,8.5,0.7,0.7,839.8,9715.2,115.7
100322,0.007,10196.0,8.5,5.2,5.2,6596.8,16792.8,115.7
135017,0.005,8961.8,8.5,11.7,11.7,14845.9,23807.7,115.5
23831,0.013,4361.7,8.5,3.7,3.7,4676.3,9038.0,115.1
31915,0.049,1863.3,8.5,0.4,0.4,472.6,2335.9,114.3
31927,0.049,1863.3,8.5,0.4,0.4,472.6,2335.9,114.3
23479,0.007,9863.5,8.5,4.8,4.8,6048.5,15912.0,114.2
94156,0.007,10196.0,8.5,5.2,5.2,6596.8,16792.8,114.1
23555,0.007,10428.5,8.5,4.9,4.9,6220.0,16648.4,113.6
139518,0.015,6255.6,8.5,1.2,1.2,1484.3,7739.9,112.6
139520,0.015,6255.6,8.5,1.2,1.2,1484.3,7739.9,112.3
112844,0.02,4741.3,8.5,0.7,0.7,916.9,5658.2,112.2
23639,0.005,9488.1,8.5,10.6,10.6,13428.7,22916.8,111.7
31899,0.053,1672.1,8.5,0.3,0.3,438.7,2110.8,111.6
31339,0.009,5309.6,8.5,5.3,5.3,6709.8,12019.4,111.5
94648,0.007,9863.5,8.5,4.8,4.8,6048.5,15912.0,110.9
142291,0.014,6198.1,8.5,1.1,1.1,1438.8,7636.9,110.7
35011,0.007,10428.5,8.5,5.0,5.0,6388.1,16816.5,110.7
106717,0.007,10150.5,8.5,4.9,4.9,6222.1,16372.7,110.5
109544,0.011,8875.4,8.5,0.7,0.7,839.8,9715.2,109.9
135020,0.011,8875.4,8.5,0.7,0.7,839.8,9715.2,109.9
93841,0.007,10196.0,8.5,4.9,4.9,6223.5,16419.5,109.8
113015,0.011,7881.2,8.5,1.4,1.4,1760.8,9641.9,109.5
23379,0.007,8542.9,8.5,5.2,5.2,6619.0,15161.9,109.5
142310,0.015,6140.0,8.5,1.0,1.0,1301.7,7441.6,109.4
142983,0.014,6169.0,8.5,1.4,1.4,1783.6,7952.6,109.2
31179,0.011,8757.2,8.5,0.7,0.7,875.4,9632.6,109.1
23689,0.006,10822.5,8.5,4.8,4.8,6067.3,16889.9,108.9
142491,0.014,6147.7,8.5,1.1,1.1,1389.7,7537.3,108.9
135355,0.01,4367.5,8.5,5.0,5.0,6338.8,10706.4,108.5
106535,0.02,4580.9,8.5,0.7,0.7,948.1,5529.0,108.4
108169,0.011,6237.4,8.5,2.7,2.7,3432.7,9670.1,108.2
139470,0.016,4291.2,8.5,1.8,1.8,2333.2,6624.4,108.0
105841,0.012,4361.7,8.5,3.8,3.8,4840.6,9202.3,107.6
140354,0.014,6198.1,8.5,1.1,1.1,1438.8,7636.9,107.6
142376,0.012,8197.4,8.5,0.7,0.7,935.1,9132.5,107.6
85938,0.009,5309.6,8.5,5.7,5.7,7210.4,12520.0,107.4
97255,0.01,6346.9,8.5,3.1,3.1,3996.8,10343.7,107.3
139516,0.014,6112.3,8.5,1.4,1.4,1729.0,7841.3,107.2
141498,0.012,8175.4,8.5,0.7,0.7,930.8,9106.2,107.1
22239,0.006,10381.4,8.5,4.9,4.9,6201.9,16583.3,106.9
143016,0.011,6229.6,8.5,2.5,2.5,3125.8,9355.4,106.6
32575,0.011,6229.6,8.5,2.5,2.5,3125.8,9355.4,106.5
98701,0.012,4300.7,8.5,3.8,3.8,4862.1,9162.8,106.2
98005,0.011,6237.4,8.5,2.9,2.9,3742.0,9979.4,105.8
107447,0.011,6237.4,8.5,2.9,2.9,3742.0,9979.4,105.7
30963,0.008,5309.6,8.5,5.9,5.9,7467.6,12777.2,105.6
23655,0.006,10442.8,8.5,4.7,4.7,5985.7,16428.4,105.3
31895,0.05,1630.9,8.5,0.4,0.4,463.9,2094.8,104.6
141487,0.006,10428.5,8.5,4.7,4.7,6026.6,16455.1,104.0
111240,0.013,6198.1,8.5,1.3,1.3,1591.9,7789.9,104.0
22279,0.007,9794.4,8.5,4.8,4.8,6119.7,15914.1,104.0
139464,0.014,5605.1,8.5,1.6,1.6,1988.5,7593.6,103.6
112976,0.013,6106.7,8.5,1.3,1.3,1637.8,7744.5,103.3
112639,0.013,6106.7,8.5,1.3,1.3,1637.8,7744.5,103.3
30983,0.006,10942.1,8.5,4.9,4.9,6186.8,17129.0,103.1
113269,0.014,6147.7,8.5,1.1,1.1,1389.7,7537.3,103.1
22231,0.005,9014.8,8.5,10.4,10.4,13184.9,22199.7,102.7
108331,0.014,6140.0,8.5,1.1,1.1,1440.1,7580.1,102.4
103191,0.011,6179.0,8.5,2.4,2.4,3089.6,9268.6,102.3
23599,0.006,10282.7,8.5,4.7,4.7,6026.6,16309.3,102.3
98529,0.011,6179.0,8.5,2.6,2.6,3316.7,9495.7,102.0
31599,0.015,4291.2,8.5,1.9,1.9,2355.3,6646.5,101.8
139594,0.015,5944.3,8.5,0.8,0.8,1024.0,6968.3,101.8
142043,0.014,5559.5,8.5,1.5,1.5,1920.6,7480.1,101.8
86753,0.006,10196.0,8.5,5.1,5.1,6479.1,16675.2,101.8
85546,0.01,5046.1,8.5,3.9,3.9,4944.8,9990.9,101.8
70200,0.006,10196.0,8.5,5.1,5.1,6423.2,16619.2,101.7
139299,0.015,5841.7,8.5,0.9,0.9,1150.1,6991.8,101.5
113027,0.013,6112.3,8.5,1.4,1.4,1729.0,7841.3,101.5
23539,0.006,10282.7,8.5,4.7,4.7,5945.5,16228.2,101.4
106510,0.013,6106.7,8.5,1.5,1.5,1924.9,8031.6,101.3
108016,0.013,6228.1,8.5,1.0,1.0,1300.0,7528.2,101.0
104116,0.01,9060.8,8.5,1.1,1.1,1348.1,10408.9,100.6
139248,0.009,8089.4,8.5,2.8,2.8,3607.9,11697.3,100.6
85871,0.009,7575.0,8.5,3.3,3.3,4210.5,11785.5,100.6
97810,0.011,6141.9,8.5,2.4,2.4,2998.5,9140.4,100.5
93849,0.01,6288.6,8.5,3.1,3.1,3936.4,10224.9,100.0
28151,0.036,2646.0,8.5,0.1,0.1,116.1,2762.1,99.2
142425,0.015,6169.7,8.5,0.4,0.4,508.7,6678.4,98.7
100249,0.011,6085.4,8.5,2.3,2.3,2906.7,8992.1,98.6
141939,0.013,6141.9,8.5,1.3,1.3,1624.9,7766.9,98.5
104104,0.009,9192.2,8.5,1.0,1.0,1328.1,10520.3,98.2
111416,0.018,4551.4,8.5,0.7,0.7,918.1,5469.5,98.0
93857,0.01,6237.4,8.5,3.0,3.0,3801.9,10039.3,97.8
99283,0.01,6237.4,8.5,3.0,3.0,3801.9,10039.3,97.8
26891,0.05,1643.2,8.5,0.3,0.3,323.6,1966.8,97.6
86779,0.009,6288.6,8.5,3.1,3.1,3936.4,10224.9,97.1
100050,0.01,6151.1,8.5,2.8,2.8,3536.4,9687.5,97.0
100018,0.01,6151.1,8.5,2.8,2.8,3536.4,9687.5,97.0
93151,0.01,6179.0,8.5,2.6,2.6,3316.7,9495.7,96.5
139519,0.018,4741.3,8.5,0.6,0.6,761.2,5502.6,96.4
82188,0.009,6288.6,8.5,3.2,3.2,4122.2,10410.8,96.4
103241,0.013,4285.5,8.5,2.2,2.2,2855.4,7140.9,96.3
139305,0.018,4443.7,8.5,0.6,0.6,816.4,5260.1,96.0
139423,0.018,4551.4,8.5,0.6,0.6,713.7,5265.1,96.0
108202,0.01,6229.6,8.5,2.7,2.7,3461.9,9691.5,95.9
22235,0.006,11098.0,8.5,4.8,4.8,6067.3,17165.4,95.8
103680,0.01,6259.1,8.5,3.0,3.0,3777.2,10036.2,95.7
26271,0.009,6346.9,8.5,3.3,3.3,4252.5,10599.4,95.5
23743,0.004,9365.8,8.5,12.4,12.4,15765.9,25131.7,95.2
34579,0.009,7343.3,8.5,2.7,2.7,3489.6,10832.9,95.2
90936,0.009,6237.4,8.5,3.0,3.0,3801.9,10039.3,95.2
95987,0.006,8542.9,8.5,5.1,5.1,6444.8,14987.7,95.1
25395,0.048,1673.6,8.5,0.3,0.3,323.2,1996.7,95.1
23299,0.01,8285.8,8.5,0.7,0.7,933.3,9219.1,94.5
93869,0.01,6179.0,8.5,2.6,2.6,3369.7,9548.7,94.3
79975,0.009,6287.4,8.5,2.9,2.9,3739.9,10027.4,94.3
113630,0.013,5559.5,8.5,1.5,1.5,1920.6,7480.1,93.7
94966,0.009,6201.6,8.5,2.9,2.9,3661.5,9863.0,93.7
34439,0.009,7374.5,8.5,2.7,2.7,3494.0,10868.5,93.5
23659,0.007,9670.3,8.5,3.6,3.6,4618.9,14289.2,93.1
93837,0.007,9670.3,8.5,3.6,3.6,4618.9,14289.2,93.1
139242,0.014,3961.1,8.5,2.2,2.2,2768.5,6729.7,92.9
113916,0.01,8274.7,8.5,0.8,0.8,976.2,9250.9,92.8
91115,0.01,6195.9,8.5,2.8,2.8,3558.8,9754.7,92.7
91119,0.009,6195.9,8.5,2.8,2.8,3558.8,9754.7,92.6
91696,0.009,6195.9,8.5,2.8,2.8,3558.8,9754.7,92.6
26207,0.008,7168.6,8.5,2.9,2.9,3690.1,10858.7,92.3
33795,0.008,7504.0,8.5,2.7,2.7,3451.1,10955.1,92.3
93163,0.01,6259.1,8.5,2.7,2.7,3407.7,9666.7,92.2
94465,0.009,6253.3,8.5,2.9,2.9,3671.3,9924.6,92.0
31583,0.005,15322.5,8.5,1.3,1.3,1626.4,16948.9,91.9
96667,0.009,6201.6,8.5,2.9,2.9,3720.0,9921.6,91.7
139915,0.017,4741.3,8.5,0.6,0.6,771.5,5512.8,91.6
30675,0.009,5046.1,8.5,4.2,4.2,5295.6,10341.7,91.6
109668,0.012,5536.7,8.5,1.9,1.9,2373.8,7910.5,91.2
25887,0.008,7175.2,8.5,3.0,3.0,3857.2,11032.4,91.1
86670,0.009,6259.1,8.5,3.0,3.0,3837.5,10096.6,91.0
93921,0.009,6145.5,8.5,2.7,2.7,3437.2,9582.7,90.8
113312,0.014,5918.2,8.5,0.4,0.4,450.3,6368.5,90.7
29775,0.009,7262.9,8.5,2.4,2.4,3062.0,10324.9,90.6
93897,0.009,8091.5,8.5,1.4,1.4,1719.7,9811.2,90.6
34443,0.009,7262.9,8.5,2.4,2.4,3062.0,10324.9,90.6
34763,0.008,7110.3,8.5,2.8,2.8,3564.0,10674.3,90.5
34191,0.007,11924.6,8.5,1.0,1.0,1284.3,13208.9,90.4
80295,0.01,4359.0,8.5,4.0,4.0,5110.7,9469.7,90.4
90882,0.009,6195.9,8.5,2.8,2.8,3558.8,9754.7,90.3
65744,0.009,6229.6,8.5,2.9,2.9,3625.4,9855.0,90.0
35031,0.009,6229.6,8.5,2.9,2.9,3625.4,9855.0,90.0
94842,0.013,4285.5,8.5,2.2,2.2,2855.4,7140.9,89.9
28227,0.009,6983.5,8.5,2.3,2.3,2980.5,9964.0,89.8
91050,0.009,8002.1,8.5,1.4,1.4,1819.2,9821.3,89.7
139461,0.017,4580.9,8.5,0.6,0.6,713.4,5294.3,89.7
106526,0.016,4695.6,8.5,0.7,0.7,838.6,5534.2,89.3
90814,0.009,6201.6,8.5,2.9,2.9,3720.0,9921.6,89.2
90854,0.009,6201.6,8.5,2.9,2.9,3720.0,9921.6,89.0
28887,0.008,7504.0,8.5,2.6,2.6,3361.0,10865.0,89.0
91054,0.008,9192.2,8.5,1.1,1.1,1402.2,10594.4,88.8
85484,0.011,6163.4,8.5,1.7,1.7,2103.5,8266.8,88.7
139424,0.017,4580.9,8.5,0.6,0.6,777.7,5358.6,88.6
83989,0.009,6145.5,8.5,2.7,2.7,3437.2,9582.7,88.3
104498,0.009,7106.1,8.5,2.1,2.1,2617.9,9724.0,88.2
91854,0.009,6201.6,8.5,3.1,3.1,3895.7,10097.2,88.2
106328,0.009,7379.9,8.5,2.0,2.0,2590.4,9970.3,88.2
33415,0.013,5660.2,8.5,0.7,0.7,904.5,6564.7,88.1
143000,0.015,5185.8,8.5,0.5,0.5,580.0,5765.8,88.1
111211,0.013,6141.9,8.5,0.6,0.6,795.6,6937.5,88.1
111203,0.013,6141.9,8.5,0.6,0.6,795.6,6937.5,88.1
34707,0.008,9143.3,8.5,1.5,1.5,1867.2,11010.4,88.0
34255,0.009,7330.3,8.5,2.3,2.3,2935.5,10265.7,88.0
109680,0.013,4044.5,8.5,2.2,2.2,2848.9,6893.3,87.7
111103,0.016,4551.4,8.5,0.6,0.6,760.4,5311.7,87.6
101935,0.008,7435.0,8.5,2.6,2.6,3258.1,10693.1,87.4
33575,0.008,7435.0,8.5,2.6,2.6,3258.1,10693.1,87.2
33311,0.008,7505.4,8.5,2.9,2.9,3641.1,11146.5,87.2
23081,0.007,10483.2,8.5,1.0,1.0,1265.3,11748.5,86.8
25515,0.009,7262.9,8.5,2.2,2.2,2845.6,10108.4,86.4
33791,0.009,7262.9,8.5,2.2,2.2,2845.6,10108.4,86.3
34051,0.01,7396.0,8.5,1.1,1.1,1446.0,8842.0,86.2
82184,0.01,6035.9,8.5,2.4,2.4,3010.2,9046.1,86.2
28327,0.008,7504.0,8.5,2.6,2.6,3303.4,10807.4,86.1
80987,0.009,6215.3,8.5,2.3,2.3,2920.8,9136.1,86.1
100681,0.009,6287.4,8.5,2.4,2.4,3099.6,9387.0,86.0
139514,0.016,4551.4,8.5,0.6,0.6,740.1,5291.4,85.8
33643,0.008,7374.5,8.5,2.5,2.5,3171.3,10545.9,85.8
23499,0.006,9890.7,8.5,3.5,3.5,4407.8,14298.5,85.7
23189,0.006,8540.5,8.5,3.9,3.9,4895.9,13436.4,85.7
23065,0.006,8540.5,8.5,3.9,3.9,4895.9,13436.4,85.4
90846,0.009,6187.2,8.5,2.6,2.6,3262.5,9449.7,85.4
35039,0.009,6085.4,8.5,2.4,2.4,3092.6,9178.0,85.3
141281,0.015,5374.8,8.5,0.3,0.3,339.7,5714.6,84.8
142939,0.015,5374.8,8.5,0.3,0.3,339.7,5714.6,84.7
33351,0.008,7435.0,8.5,2.5,2.5,3202.3,10637.3,84.3
85588,0.008,7620.2,8.5,2.7,2.7,3441.6,11061.9,84.1
139600,0.016,4580.9,8.5,0.5,0.5,683.1,5264.0,84.0
109878,0.013,4095.0,8.5,1.9,1.9,2402.3,6497.2,83.8
34323,0.009,7330.3,8.5,1.9,1.9,2432.8,9763.1,83.8
34215,0.009,7330.3,8.5,1.9,1.9,2432.8,9763.1,83.8
33531,0.008,7330.3,8.5,2.3,2.3,2958.6,10288.8,83.4
96323,0.009,5739.7,8.5,2.4,2.4,3040.0,8779.7,83.3
73052,0.005,14629.2,8.5,1.3,1.3,1668.3,16297.5,83.1
31855,0.007,8040.3,8.5,3.5,3.5,4506.4,12546.7,83.0
33339,0.008,7463.3,8.5,2.7,2.7,3395.9,10859.2,82.9
96479,0.008,7463.3,8.5,2.7,2.7,3395.9,10859.2,82.9
23057,0.006,8307.4,8.5,4.0,4.0,5138.8,13446.2,82.7
85391,0.006,8307.4,8.5,4.0,4.0,5138.8,13446.2,82.7
101776,0.011,5665.7,8.5,1.2,1.2,1560.4,7226.0,82.7
139354,0.016,4414.7,8.5,0.5,0.5,617.9,5032.7,82.6
141930,0.013,4559.6,8.5,1.4,1.4,1815.9,6375.5,82.4
106345,0.008,5253.2,8.5,3.7,3.7,4662.1,9915.4,82.3
22359,0.006,8737.3,8.5,3.9,3.9,4895.9,13633.1,82.2
142990,0.013,4891.5,8.5,1.0,1.0,1242.2,6133.7,82.0
98052,0.011,5665.7,8.5,1.3,1.3,1675.1,7340.7,81.8
23763,0.007,9353.9,8.5,1.4,1.4,1812.0,11165.9,81.7
99744,0.012,4288.2,8.5,1.9,1.9,2373.7,6661.9,81.6
106514,0.015,4741.3,8.5,0.5,0.5,658.8,5400.1,81.6
27839,0.007,7690.9,8.5,2.8,2.8,3612.9,11303.8,81.5
86626,0.008,9192.2,8.5,1.1,1.1,1384.8,10577.0,81.4
25823,0.014,3964.0,8.5,1.4,1.4,1821.8,5785.8,81.3
139298,0.016,4347.9,8.5,0.5,0.5,684.6,5032.4,81.3
31955,0.006,8129.8,8.5,3.5,3.5,4447.2,12577.0,81.3
31363,0.008,5249.9,8.5,4.4,4.4,5555.7,10805.7,81.2
106402,0.015,4794.0,8.5,0.5,0.5,617.1,5411.2,81.2
140353,0.006,9276.8,8.5,4.0,4.0,5110.5,14387.3,81.1
33203,0.009,7509.2,8.5,1.2,1.2,1537.8,9047.0,81.0
34723,0.006,8307.4,8.5,3.9,3.9,4986.9,13294.2,80.9
142020,0.012,4575.5,8.5,1.5,1.5,1934.0,6509.5,80.7
27355,0.008,7442.4,8.5,2.2,2.2,2796.5,10238.9,80.6
65716,0.009,7268.4,8.5,1.2,1.2,1535.1,8803.5,80.6
85476,0.01,5657.1,8.5,1.8,1.8,2302.0,7959.1,80.3
31359,0.007,5249.9,8.5,4.5,4.5,5681.7,10931.6,80.2
67047,0.008,8430.7,8.5,1.3,1.3,1684.2,10114.9,80.1
33323,0.009,7355.9,8.5,1.3,1.3,1693.1,9049.0,80.1
139318,0.016,4331.9,8.5,0.6,0.6,706.7,5038.5,80.1
92997,0.009,5686.9,8.5,2.4,2.4,2993.1,8680.0,79.8
32103,0.006,8055.1,8.5,3.4,3.4,4310.9,12366.0,79.8
